,drug,cell_line,IC50
59701,KU-55933,HCC78,6.017525
59702,L-Oxonoreleagnine,HCC78,4.522377
59703,LGK974,HCC78,4.117589
59704,LJI308,HCC78,6.196358
59705,LMP744,HCC78,-3.279557
59706,LY2109761,HCC78,6.144816
59707,Lapatinib,HCC78,3.39148
59708,Leflunomide,HCC78,4.301162
59709,Lenalidomide,HCC78,5.993325
59710,Linsitinib,HCC78,4.431959
59711,Luminespib,HCC78,-1.133013
59712,MG-132,HCC78,-1.507158
59713,MIM1,HCC78,6.122069
59714,MIRA-1,HCC78,6.193631
59715,MK-2206,HCC78,2.311954
59716,ML323,HCC78,3.998695
59717,MN-64,HCC78,4.275964
59718,Methotrexate,HCC78,-1.407469
59719,Mirin,HCC78,4.529808
59720,Mitoxantrone,HCC78,-2.417813
59721,Motesanib,HCC78,6.196358
59722,Mycophenolic acid,HCC78,2.796068
59723,N-acetyl cysteine,HCC78,11.391525
59724,NU7441,HCC78,3.743012
59725,NVP-ADW742,HCC78,1.645632
59726,Navitoclax,HCC78,3.175886
59727,Nelarabine,HCC78,6.681277
59728,Nilotinib,HCC78,5.040226
59729,Niraparib,HCC78,3.250469
59730,Nutlin-3a (-),HCC78,4.828893
59731,OF-1,HCC78,4.355605
59732,OSI-027,HCC78,4.387859
59733,OTX015,HCC78,1.395338
59734,Obatoclax Mesylate,HCC78,1.497506
59735,Olaparib,HCC78,5.914935
59736,Osimertinib,HCC78,0.962288
59737,P22077,HCC78,5.202314
59738,PCI-34051,HCC78,3.399168
59739,PD0325901,HCC78,2.598667
59740,PD173074,HCC78,3.923421
59741,PFI-1,HCC78,3.538805
59742,PFI3,HCC78,4.861799
59743,PLX-4720,HCC78,5.479155
59744,POMHEX,HCC78,1.485223
59745,PRIMA-1MET,HCC78,3.440299
59746,PRT062607,HCC78,2.532206
59747,Paclitaxel,HCC78,-1.047326
59748,Pevonedistat,HCC78,-1.143053
59749,Picolinici-acid,HCC78,5.760438
59750,Pictilisib,HCC78,0.317019
59751,Podophyllotoxin bromide,HCC78,-0.588886
59752,Pyridostatin,HCC78,2.887518
59753,RO-3306,HCC78,4.6387
59754,RVX-208,HCC78,4.187845
59755,Rapamycin,HCC78,-2.022441
59756,Refametinib,HCC78,2.650901
59757,Ribociclib,HCC78,4.797614
59758,Romidepsin,HCC78,-6.189899
59759,Rucaparib,HCC78,5.163625
59760,Ruxolitinib,HCC78,5.021462
59761,SB216763,HCC78,6.138338
59762,SB590885,HCC78,5.503211
59763,SCH772984,HCC78,2.690442
59764,SGC-CBP30,HCC78,4.020875
59765,SGC0946,HCC78,2.39022
59766,SN-38,HCC78,-6.146389
59767,Sabutoclax,HCC78,-0.225818
59768,Sapitinib,HCC78,2.787755
59769,Savolitinib,HCC78,3.832762
59770,Schweinfurthin A,HCC78,0.178356
59771,Selumetinib,HCC78,4.727816
59772,Sepantronium bromide,HCC78,-4.535229
59773,Serdemetan,HCC78,5.822725
59774,Sinularin,HCC78,3.731169
59775,Sorafenib,HCC78,3.529149
59776,Staurosporine,HCC78,-2.169247
59777,TW 37,HCC78,0.647724
59778,Talazoparib,HCC78,0.543774
59779,Tamoxifen,HCC78,2.199257
59780,Taselisib,HCC78,0.819108
59781,Telomerase Inhibitor IX,HCC78,0.05653
59782,Temozolomide,HCC78,7.401267
59783,Teniposide,HCC78,-1.41349
59784,Topotecan,HCC78,-2.160808
59785,Trametinib,HCC78,0.797366
59786,UMI-77,HCC78,2.281297
59787,UNC0379,HCC78,3.661304
59788,UNC0638,HCC78,4.57934
59789,VE-822,HCC78,1.699415
59790,VE821,HCC78,6.196358
59791,VX-11e,HCC78,2.124388
59792,Veliparib,HCC78,5.277667
59793,Venetoclax,HCC78,3.183399
59794,Vincristine,HCC78,-0.982736
59795,Vinorelbine,HCC78,-1.325475
59796,Vorinostat,HCC78,0.451432
59797,WEHI-539,HCC78,5.76286
59798,WIKI4,HCC78,3.328419
59799,WZ4003,HCC78,2.378436
59800,Wee1 Inhibitor,HCC78,2.522378
59801,Wnt-C59,HCC78,2.86541
59802,XAV939,HCC78,3.648475
59803,YK-4-279,HCC78,1.790553
59804,ZM447439,HCC78,2.293825
59805,Zoledronate,HCC78,3.138444
59806,alpha-lipoic acid,HCC78,7.746319
59807,5-Fluorouracil,EBC1,6.503493
59808,5-azacytidine,EBC1,2.707196
59809,A-366,EBC1,4.951774
59810,ABT737,EBC1,0.244046
59811,AGI-5198,EBC1,4.47206
59812,AGI-6780,EBC1,4.041726
59813,AGK2,EBC1,4.015873
59814,AMG-319,EBC1,4.4593
59815,AT13148,EBC1,5.546327
59816,AZ960,EBC1,4.035714
59817,AZD1208,EBC1,5.897832
59818,AZD1332,EBC1,5.833387
59819,AZD2014,EBC1,3.020165
59820,AZD3759,EBC1,3.449083
59821,AZD4547,EBC1,2.02295
59822,AZD5153,EBC1,1.052098
59823,AZD5363,EBC1,2.954729
59824,AZD5438,EBC1,2.74543
59825,AZD5582,EBC1,3.773476
59826,AZD6738,EBC1,2.629374
59827,AZD7762,EBC1,2.628173
59828,AZD8055,EBC1,0.248482
59829,AZD8186,EBC1,1.980459
59830,Acetalax,EBC1,6.749718
59831,Afatinib,EBC1,2.696678
59832,Afuresertib,EBC1,2.284796
59833,Alpelisib,EBC1,4.737697
59834,Axitinib,EBC1,3.86243
59835,BI-2536,EBC1,0.997104
59836,BIBR-1532,EBC1,4.971935
59837,BMS-345541,EBC1,3.557124
59838,BMS-536924,EBC1,4.323848
59839,BMS-754807,EBC1,0.787424
59840,Bleomycin,EBC1,4.419779
59841,Bleomycin (50 uM),EBC1,5.660307
59842,Bortezomib,EBC1,-5.781058
59843,Bosutinib,EBC1,3.743739
59844,Bromosporine,EBC1,1.676377
59845,Buparlisib,EBC1,0.934116
59846,CCT007093,EBC1,5.838973
59847,CPI-637,EBC1,3.647799
59848,CZC24832,EBC1,4.255299
59849,Camptothecin,EBC1,-4.232704
59850,Carmustine,EBC1,6.690888
59851,Cediranib,EBC1,2.438924
59852,Cisplatin,EBC1,5.561093
59853,Crizotinib,EBC1,-2.857016
59854,Cyclophosphamide,EBC1,5.066622
59855,Cytarabine,EBC1,2.184831
59856,Dabrafenib,EBC1,4.654318
59857,Dacarbazine,EBC1,6.648279
59858,Dactinomycin,EBC1,-3.788583
59859,Dactolisib,EBC1,-2.456773
59860,Dasatinib,EBC1,3.130379
59861,Dihydrorotenone,EBC1,1.312111
59862,Dinaciclib,EBC1,-1.822009
59863,Docetaxel,EBC1,-2.118689
59864,Doramapimod,EBC1,5.305966
59865,EHT-1864,EBC1,4.380595
59866,EPZ004777,EBC1,5.46306
59867,EPZ5676,EBC1,5.855557
59868,Entinostat,EBC1,0.762875
59869,Entospletinib,EBC1,3.325347
59870,Epirubicin,EBC1,-1.173447
59871,Erlotinib,EBC1,3.151403
59872,Fludarabine,EBC1,5.902204
59873,Foretinib,EBC1,-4.737467
59874,Fulvestrant,EBC1,4.732974
59875,GDC0810,EBC1,3.897726
59876,GNE-317,EBC1,-0.268604
59877,GSK2578215A,EBC1,5.301585
59878,GSK2606414,EBC1,3.804394
59879,GSK2801,EBC1,5.506314
59880,GSK2830371,EBC1,6.029217
59881,GSK343,EBC1,2.793783
59882,GW441756,EBC1,3.745551
59883,Gallibiscoquinazole,EBC1,2.564623
59884,Gefitinib,EBC1,4.131149
59885,Gemcitabine,EBC1,-1.9641
59886,I-BET-762,EBC1,2.700203
59887,I-BRD9,EBC1,3.549681
59888,ICL-SIRT078,EBC1,4.557412
59889,IWP-2,EBC1,3.544667
59890,Ibrutinib,EBC1,4.435102
59891,Ipatasertib,EBC1,3.002529
59892,Irinotecan,EBC1,0.091124
59893,JNK Inhibitor VIII,EBC1,5.434417
59894,JQ1,EBC1,-0.404792
59895,KRAS (G12C) Inhibitor-12,EBC1,5.634038
59896,KU-55933,EBC1,4.449987
59897,L-Oxonoreleagnine,EBC1,3.903312
59898,LGK974,EBC1,4.423766
59899,LJI308,EBC1,5.714556
59900,LMP744,EBC1,-1.905007
59901,LY2109761,EBC1,4.90997
59902,Lapatinib,EBC1,3.595189
59903,Leflunomide,EBC1,4.614279
59904,Lenalidomide,EBC1,5.825197
59905,Linsitinib,EBC1,4.841521
59906,Luminespib,EBC1,-2.539124
59907,MG-132,EBC1,-1.4802
59908,MIM1,EBC1,3.162788
59909,MIRA-1,EBC1,6.276066
59910,MK-2206,EBC1,2.172644
59911,ML323,EBC1,5.084619
59912,MN-64,EBC1,5.013363
59913,Methotrexate,EBC1,-0.080474
59914,Mirin,EBC1,4.127481
59915,Mitoxantrone,EBC1,0.229431
59916,Motesanib,EBC1,6.029217
59917,Mycophenolic acid,EBC1,1.558726
59918,N-acetyl cysteine,EBC1,9.669314
59919,NU7441,EBC1,2.118227
59920,NVP-ADW742,EBC1,2.49281
59921,Navitoclax,EBC1,-0.548349
59922,Nelarabine,EBC1,6.263671
59923,Nilotinib,EBC1,4.68259
59924,Niraparib,EBC1,3.799203
59925,Nutlin-3a (-),EBC1,5.288107
59926,OF-1,EBC1,4.173691
59927,OSI-027,EBC1,2.907303
59928,OTX015,EBC1,1.419586
59929,Obatoclax Mesylate,EBC1,0.399262
59930,Olaparib,EBC1,4.301708
59931,Osimertinib,EBC1,1.169379
59932,P22077,EBC1,2.924707
59933,PCI-34051,EBC1,5.216553
59934,PD0325901,EBC1,-2.758695
59935,PD173074,EBC1,4.684689
59936,PFI-1,EBC1,2.377313
59937,PFI3,EBC1,4.41832
59938,PLX-4720,EBC1,5.751599
59939,POMHEX,EBC1,1.642973
59940,PRIMA-1MET,EBC1,5.952796
59941,PRT062607,EBC1,3.994042
59942,Paclitaxel,EBC1,-3.191949
59943,Pevonedistat,EBC1,-1.440002
59944,Picolinici-acid,EBC1,5.29603
59945,Pictilisib,EBC1,0.974886
59946,Podophyllotoxin bromide,EBC1,-0.334886
59947,Pyridostatin,EBC1,3.188067
59948,RO-3306,EBC1,5.25018
59949,RVX-208,EBC1,4.551423
59950,Rapamycin,EBC1,-1.744365
59951,Refametinib,EBC1,-1.05446
59952,Remodelin,EBC1,4.593387
59953,Ribociclib,EBC1,4.015141
59954,Romidepsin,EBC1,-6.037732
59955,Rucaparib,EBC1,3.900787
59956,Ruxolitinib,EBC1,5.507524
59957,SB216763,EBC1,3.601396
59958,SB590885,EBC1,3.297882
59959,SCH772984,EBC1,0.220913
59960,SGC-CBP30,EBC1,3.821249
59961,SGC0946,EBC1,1.555819
59962,SN-38,EBC1,-6.060292
59963,Sabutoclax,EBC1,0.186066
59964,Sapitinib,EBC1,4.728702
59965,Savolitinib,EBC1,-5.46285
59966,Schweinfurthin A,EBC1,2.477401
59967,Selumetinib,EBC1,0.72248
59968,Sepantronium bromide,EBC1,-4.150106
59969,Serdemetan,EBC1,4.38128
59970,Sinularin,EBC1,2.929681
59971,Sorafenib,EBC1,2.441386
59972,Staurosporine,EBC1,-1.980765
59973,Talazoparib,EBC1,2.709009
59974,Tamoxifen,EBC1,3.54098
59975,Taselisib,EBC1,2.130206
59976,Telomerase Inhibitor IX,EBC1,0.399981
59977,Temozolomide,EBC1,7.422992
59978,Teniposide,EBC1,1.213036
59979,Topotecan,EBC1,-1.627223
59980,Trametinib,EBC1,-3.942544
59981,UMI-77,EBC1,1.648667
59982,UNC0379,EBC1,4.323784
59983,UNC0638,EBC1,4.856986
59984,VE-822,EBC1,4.226182
59985,VE821,EBC1,5.74211
59986,VX-11e,EBC1,1.028978
59987,Veliparib,EBC1,5.548681
59988,Venetoclax,EBC1,1.942294
59989,Vincristine,EBC1,0.014252
59990,Vinorelbine,EBC1,-2.481604
59991,Vorinostat,EBC1,1.084052
59992,WEHI-539,EBC1,0.072992
59993,WIKI4,EBC1,3.41309
59994,WZ4003,EBC1,2.944942
59995,Wee1 Inhibitor,EBC1,2.544327
59996,Wnt-C59,EBC1,4.889639
59997,XAV939,EBC1,4.431821
59998,YK-4-279,EBC1,2.100904
59999,ZM447439,EBC1,4.585626
60000,Zoledronate,EBC1,2.724386
60001,alpha-lipoic acid,EBC1,7.707604
60002,5-Fluorouracil,RCM1,5.428844
60003,5-azacytidine,RCM1,3.679302
60004,A-366,RCM1,5.776981
60005,ABT737,RCM1,2.665665
60006,AGI-5198,RCM1,6.364568
60007,AGI-6780,RCM1,4.533765
60008,AGK2,RCM1,3.684749
60009,AMG-319,RCM1,6.672047
60010,AT13148,RCM1,5.799294
60011,AZ960,RCM1,3.031074
60012,AZD1208,RCM1,5.459998
60013,AZD1332,RCM1,4.079551
60014,AZD2014,RCM1,3.318153
60015,AZD3759,RCM1,2.406196
60016,AZD4547,RCM1,4.103068
60017,AZD5153,RCM1,1.226757
60018,AZD5363,RCM1,5.028957
60019,AZD5438,RCM1,2.001573
60020,AZD5582,RCM1,2.193237
60021,AZD6738,RCM1,1.967747
60022,AZD7762,RCM1,-0.551299
60023,AZD8055,RCM1,1.778841
60024,AZD8186,RCM1,4.141525
60025,Acetalax,RCM1,2.772819
60026,Afatinib,RCM1,1.664934
60027,Afuresertib,RCM1,3.648299
60028,Alpelisib,RCM1,3.349354
60029,Axitinib,RCM1,5.074871
60030,BI-2536,RCM1,3.516975
60031,BIBR-1532,RCM1,6.604885
60032,BMS-345541,RCM1,3.303917
60033,BMS-536924,RCM1,3.045141
60034,BMS-754807,RCM1,2.844723
60035,Bleomycin,RCM1,4.444894
60036,Bleomycin (50 uM),RCM1,6.628342
60037,Bortezomib,RCM1,-3.206004
60038,Bosutinib,RCM1,3.726096
60039,Bromosporine,RCM1,3.092366
60040,Buparlisib,RCM1,3.296798
60041,CCT007093,RCM1,5.180178
60042,CPI-637,RCM1,4.106055
60043,CZC24832,RCM1,6.587153
60044,Camptothecin,RCM1,-1.608705
60045,Carmustine,RCM1,6.745766
60046,Cediranib,RCM1,3.231674
60047,Cisplatin,RCM1,4.715207
60048,Crizotinib,RCM1,2.278954
60049,Cyclophosphamide,RCM1,6.686808
60050,Cytarabine,RCM1,4.801078
60051,Dabrafenib,RCM1,4.813743
60052,Dacarbazine,RCM1,5.935088
60053,Dactinomycin,RCM1,-1.842202
60054,Dactolisib,RCM1,1.264272
60055,Daporinad,RCM1,-3.844123
60056,Dasatinib,RCM1,3.010446
60057,Dihydrorotenone,RCM1,1.109844
60058,Dinaciclib,RCM1,-1.735333
60059,Docetaxel,RCM1,0.625006
60060,Doramapimod,RCM1,6.593693
60061,EHT-1864,RCM1,5.185423
60062,EPZ004777,RCM1,6.771064
60063,EPZ5676,RCM1,6.825896
60064,Entinostat,RCM1,0.508901
60065,Entospletinib,RCM1,4.147752
60066,Epirubicin,RCM1,1.331592
60067,Erlotinib,RCM1,2.891258
60068,Fludarabine,RCM1,6.911807
60069,Foretinib,RCM1,2.352203
60070,Fulvestrant,RCM1,4.07734
60071,GDC0810,RCM1,5.85926
60072,GNE-317,RCM1,2.313735
60073,GSK2578215A,RCM1,6.599198
60074,GSK2606414,RCM1,3.906977
60075,GSK2801,RCM1,4.8491
60076,GSK2830371,RCM1,6.672069
60077,GSK343,RCM1,4.005515
60078,GW441756,RCM1,4.720776
60079,Gallibiscoquinazole,RCM1,3.339435
60080,Gefitinib,RCM1,3.953791
60081,Gemcitabine,RCM1,1.848411
60082,I-BET-762,RCM1,3.343872
60083,I-BRD9,RCM1,5.16972
60084,ICL-SIRT078,RCM1,4.937947
60085,IWP-2,RCM1,4.102274
60086,Ibrutinib,RCM1,4.587039
60087,Ipatasertib,RCM1,5.380336
60088,Irinotecan,RCM1,3.660946
60089,JNK Inhibitor VIII,RCM1,5.982278
60090,JQ1,RCM1,1.630488
60091,KRAS (G12C) Inhibitor-12,RCM1,6.41024
60092,KU-55933,RCM1,5.94706
60093,L-Oxonoreleagnine,RCM1,5.099856
60094,LGK974,RCM1,5.873247
60095,LJI308,RCM1,6.425984
60096,LMP744,RCM1,-0.633846
60097,LY2109761,RCM1,6.464878
60098,Lapatinib,RCM1,3.018984
60099,Leflunomide,RCM1,5.494255
60100,Lenalidomide,RCM1,6.217626
60101,Linsitinib,RCM1,3.975345
60102,Luminespib,RCM1,-1.550637
60103,MG-132,RCM1,-0.569868
60104,MIM1,RCM1,3.522615
60105,MIRA-1,RCM1,6.928723
60106,MK-2206,RCM1,4.673296
60107,ML323,RCM1,6.003883
60108,MN-64,RCM1,5.54282
60109,Methotrexate,RCM1,0.268891
60110,Mirin,RCM1,5.050489
60111,Mitoxantrone,RCM1,1.718694
60112,Motesanib,RCM1,6.694728
60113,Mycophenolic acid,RCM1,3.564026
60114,N-acetyl cysteine,RCM1,10.125565
60115,NU7441,RCM1,3.789548
60116,NVP-ADW742,RCM1,3.75244
60117,Navitoclax,RCM1,0.532655
60118,Nelarabine,RCM1,7.283946
60119,Nilotinib,RCM1,5.615425
60120,Niraparib,RCM1,5.696474
60121,Nutlin-3a (-),RCM1,7.323537
60122,OF-1,RCM1,5.438373
60123,OSI-027,RCM1,5.498943
60124,OTX015,RCM1,1.671856
60125,Obatoclax Mesylate,RCM1,-0.716553
60126,Olaparib,RCM1,6.902439
60127,Osimertinib,RCM1,1.504441
60128,P22077,RCM1,5.537218
60129,PCI-34051,RCM1,3.866552
60130,PD0325901,RCM1,-1.467745
60131,PD173074,RCM1,4.679082
60132,PFI-1,RCM1,4.498034
60133,PFI3,RCM1,6.168081
60134,PLX-4720,RCM1,5.397913
60135,POMHEX,RCM1,2.061806
60136,PRIMA-1MET,RCM1,5.549091
60137,PRT062607,RCM1,3.863791
60138,Paclitaxel,RCM1,0.291852
60139,Pevonedistat,RCM1,2.055719
60140,Picolinici-acid,RCM1,6.353328
60141,Pictilisib,RCM1,1.895611
60142,Podophyllotoxin bromide,RCM1,2.923267
60143,Pyridostatin,RCM1,5.983564
60144,RO-3306,RCM1,5.210416
60145,RVX-208,RCM1,5.432097
60146,Rapamycin,RCM1,-0.547189
60147,Refametinib,RCM1,0.242076
60148,Ribociclib,RCM1,3.584276
60149,Romidepsin,RCM1,-6.329788
60150,Rucaparib,RCM1,4.845793
60151,Ruxolitinib,RCM1,5.391262
60152,SB216763,RCM1,4.585252
60153,SB505124,RCM1,1.920354
60154,SB590885,RCM1,2.470695
60155,SCH772984,RCM1,0.452361
60156,SGC-CBP30,RCM1,5.411616
60157,SGC0946,RCM1,3.060192
60158,SN-38,RCM1,-1.638934
60159,Sabutoclax,RCM1,-0.378065
60160,Sapitinib,RCM1,2.797341
60161,Savolitinib,RCM1,4.322892
60162,Schweinfurthin A,RCM1,1.579391
60163,Selumetinib,RCM1,1.536209
60164,Sepantronium bromide,RCM1,-4.88673
60165,Serdemetan,RCM1,5.241023
60166,Sinularin,RCM1,4.012189
60167,Sorafenib,RCM1,4.469345
60168,Staurosporine,RCM1,-1.774079
60169,TW 37,RCM1,1.800068
60170,Talazoparib,RCM1,5.84025
60171,Tamoxifen,RCM1,3.916324
60172,Taselisib,RCM1,2.725189
60173,Telomerase Inhibitor IX,RCM1,0.916734
60174,Temozolomide,RCM1,8.241355
60175,Teniposide,RCM1,2.166145
60176,Topotecan,RCM1,-0.20603
60177,Trametinib,RCM1,-3.078369
60178,UMI-77,RCM1,1.536351
60179,UNC0379,RCM1,3.362465
60180,UNC0638,RCM1,5.664196
60181,VE-822,RCM1,2.312709
60182,VE821,RCM1,6.305672
60183,VX-11e,RCM1,0.959615
60184,Veliparib,RCM1,6.096696
60185,Venetoclax,RCM1,3.874337
60186,Vincristine,RCM1,3.235669
60187,Vinorelbine,RCM1,0.057725
60188,Vorinostat,RCM1,0.875141
60189,WEHI-539,RCM1,1.454796
60190,WIKI4,RCM1,3.69104
60191,WZ4003,RCM1,5.853247
60192,Wee1 Inhibitor,RCM1,3.85792
60193,Wnt-C59,RCM1,5.573943
60194,XAV939,RCM1,4.215976
60195,YK-4-279,RCM1,6.966772
60196,ZM447439,RCM1,2.488072
60197,Zoledronate,RCM1,5.077732
60198,alpha-lipoic acid,RCM1,8.80491
60199,5-Fluorouracil,SW1710,5.943668
60200,5-azacytidine,SW1710,3.440591
60201,A-366,SW1710,5.063201
60202,ABT737,SW1710,2.72137
60203,AGI-5198,SW1710,5.952731
60204,AGI-6780,SW1710,5.388903
60205,AGK2,SW1710,4.565262
60206,AMG-319,SW1710,4.984047
60207,AT13148,SW1710,2.264557
60208,AZ960,SW1710,1.416406
60209,AZD1208,SW1710,4.007614
60210,AZD1332,SW1710,3.751916
60211,AZD2014,SW1710,2.20096
60212,AZD3759,SW1710,3.152463
60213,AZD4547,SW1710,3.271924
60214,AZD5153,SW1710,3.288522
60215,AZD5363,SW1710,2.291694
60216,AZD5438,SW1710,2.910409
60217,AZD5582,SW1710,3.313032
60218,AZD6738,SW1710,2.851395
60219,AZD7762,SW1710,0.296464
60220,AZD8055,SW1710,0.347042
60221,AZD8186,SW1710,3.625159
60222,Acetalax,SW1710,5.092646
60223,Afatinib,SW1710,2.716211
60224,Afuresertib,SW1710,2.580873
60225,Alpelisib,SW1710,5.045417
60226,Axitinib,SW1710,3.884276
60227,BI-2536,SW1710,-0.298555
60228,BIBR-1532,SW1710,5.087894
60229,BMS-345541,SW1710,4.17022
60230,BMS-536924,SW1710,2.935177
60231,BMS-754807,SW1710,3.820138
60232,Bleomycin,SW1710,4.32327
60233,Bleomycin (50 uM),SW1710,5.640983
60234,Bortezomib,SW1710,-5.528449
60235,Bosutinib,SW1710,2.778545
60236,Bromosporine,SW1710,2.28847
60237,Buparlisib,SW1710,1.222633
60238,CCT007093,SW1710,5.764241
60239,CPI-637,SW1710,4.338938
60240,CZC24832,SW1710,4.56973
60241,Camptothecin,SW1710,0.172169
60242,Carmustine,SW1710,6.713797
60243,Cediranib,SW1710,1.552152
60244,Cisplatin,SW1710,6.279978
60245,Crizotinib,SW1710,2.662322
60246,Cyclophosphamide,SW1710,5.074258
60247,Cytarabine,SW1710,3.05786
60248,Dabrafenib,SW1710,5.821901
60249,Dacarbazine,SW1710,6.728936
60250,Dactinomycin,SW1710,-2.722267
60251,Dactolisib,SW1710,-1.780831
60252,Daporinad,SW1710,-4.164287
60253,Dasatinib,SW1710,-2.048782
60254,Dihydrorotenone,SW1710,3.357295
60255,Dinaciclib,SW1710,-2.035439
60256,Docetaxel,SW1710,-3.975206
60257,Doramapimod,SW1710,5.310029
60258,EHT-1864,SW1710,3.533838
60259,EPZ004777,SW1710,5.855482
60260,EPZ5676,SW1710,6.485167
60261,Entinostat,SW1710,3.08006
60262,Entospletinib,SW1710,3.211793
60263,Epirubicin,SW1710,-0.256049
60264,Erlotinib,SW1710,3.951235
60265,Fludarabine,SW1710,6.911298
60266,Foretinib,SW1710,1.278284
60267,Fulvestrant,SW1710,4.470763
60268,GDC0810,SW1710,5.175135
60269,GNE-317,SW1710,0.969384
60270,GSK2578215A,SW1710,5.825876
60271,GSK2606414,SW1710,3.930611
60272,GSK2801,SW1710,5.933535
60273,GSK2830371,SW1710,6.218151
60274,GSK343,SW1710,3.606348
60275,GW441756,SW1710,4.438855
60276,Gallibiscoquinazole,SW1710,3.393531
60277,Gefitinib,SW1710,4.324572
60278,Gemcitabine,SW1710,2.302388
60279,I-BET-762,SW1710,3.672431
60280,I-BRD9,SW1710,4.502061
60281,ICL-SIRT078,SW1710,4.521143
60282,IWP-2,SW1710,3.301452
60283,Ibrutinib,SW1710,4.378255
60284,Ipatasertib,SW1710,3.53671
60285,Irinotecan,SW1710,5.053735
60286,JNK Inhibitor VIII,SW1710,5.136165
60287,JQ1,SW1710,3.359085
60288,KRAS (G12C) Inhibitor-12,SW1710,6.035229
60289,KU-55933,SW1710,5.916815
60290,L-Oxonoreleagnine,SW1710,4.972251
60291,LGK974,SW1710,4.474776
60292,LJI308,SW1710,6.149133
60293,LMP744,SW1710,0.441868
60294,LY2109761,SW1710,6.100904
60295,Lapatinib,SW1710,3.171834
60296,Leflunomide,SW1710,5.584777
60297,Lenalidomide,SW1710,5.310171
60298,Linsitinib,SW1710,4.409692
60299,Luminespib,SW1710,-1.674688
60300,MG-132,SW1710,-1.89054
60301,MIM1,SW1710,4.537573
60302,MIRA-1,SW1710,5.752679
60303,MK-2206,SW1710,3.133401
60304,ML323,SW1710,5.633986
60305,MN-64,SW1710,5.663185
60306,Methotrexate,SW1710,2.753157
60307,Mirin,SW1710,6.605886
60308,Mitoxantrone,SW1710,3.554882
60309,Motesanib,SW1710,6.216437
60310,Mycophenolic acid,SW1710,2.077831
60311,N-acetyl cysteine,SW1710,11.096454
60312,NU7441,SW1710,4.812364
60313,NVP-ADW742,SW1710,3.751762
60314,Navitoclax,SW1710,2.400826
60315,Nelarabine,SW1710,6.573717
60316,Nilotinib,SW1710,5.067613
60317,Niraparib,SW1710,4.821131
60318,Nutlin-3a (-),SW1710,5.9034
60319,OF-1,SW1710,4.071455
60320,OSI-027,SW1710,1.819064
60321,OTX015,SW1710,2.767908
60322,Obatoclax Mesylate,SW1710,0.956393
60323,Olaparib,SW1710,4.994896
60324,Osimertinib,SW1710,3.108283
60325,P22077,SW1710,5.859183
60326,PCI-34051,SW1710,4.668166
60327,PD0325901,SW1710,1.782555
60328,PD173074,SW1710,4.173938
60329,PFI-1,SW1710,3.689566
60330,PFI3,SW1710,5.608977
60331,PLX-4720,SW1710,4.576447
60332,POMHEX,SW1710,1.667821
60333,PRIMA-1MET,SW1710,3.358164
60334,PRT062607,SW1710,4.218709
60335,Paclitaxel,SW1710,-4.124149
60336,Pevonedistat,SW1710,2.274979
60337,Picolinici-acid,SW1710,5.875068
60338,Pictilisib,SW1710,1.164411
60339,Podophyllotoxin bromide,SW1710,-0.298568
60340,Pyridostatin,SW1710,4.137779
60341,RO-3306,SW1710,5.134418
60342,RVX-208,SW1710,4.958812
60343,Rapamycin,SW1710,0.441454
60344,Refametinib,SW1710,3.090506
60345,Ribociclib,SW1710,4.819475
60346,Romidepsin,SW1710,-3.937948
60347,Rucaparib,SW1710,5.486998
60348,Ruxolitinib,SW1710,5.48267
60349,SB216763,SW1710,5.643736
60350,SB590885,SW1710,4.941286
60351,SCH772984,SW1710,2.839474
60352,SGC-CBP30,SW1710,3.450114
60353,SGC0946,SW1710,1.941249
60354,SN-38,SW1710,3.910563
60355,Sabutoclax,SW1710,1.236316
60356,Sapitinib,SW1710,4.919148
60357,Savolitinib,SW1710,3.749928
60358,Schweinfurthin A,SW1710,-1.007789
60359,Selumetinib,SW1710,3.766326
60360,Sepantronium bromide,SW1710,-5.880354
60361,Serdemetan,SW1710,5.594224
60362,Sinularin,SW1710,3.507463
60363,Sorafenib,SW1710,3.316037
60364,Staurosporine,SW1710,-4.817327
60365,TW 37,SW1710,3.599543
60366,Talazoparib,SW1710,5.921773
60367,Tamoxifen,SW1710,3.336278
60368,Taselisib,SW1710,3.119556
60369,Telomerase Inhibitor IX,SW1710,1.176978
60370,Temozolomide,SW1710,7.29289
60371,Teniposide,SW1710,1.719397
60372,Topotecan,SW1710,1.946305
60373,Trametinib,SW1710,0.754369
60374,UMI-77,SW1710,3.6015
60375,UNC0379,SW1710,4.567741
60376,UNC0638,SW1710,5.525004
60377,VE-822,SW1710,3.637298
60378,VE821,SW1710,6.115762
60379,VX-11e,SW1710,4.269447
60380,Veliparib,SW1710,6.147463
60381,Venetoclax,SW1710,3.420261
60382,Vincristine,SW1710,0.38081
60383,Vinorelbine,SW1710,-1.253011
60384,Vorinostat,SW1710,1.885353
60385,WEHI-539,SW1710,3.848607
60386,WIKI4,SW1710,2.747629
60387,WZ4003,SW1710,3.104198
60388,Wee1 Inhibitor,SW1710,2.171506
60389,Wnt-C59,SW1710,4.046337
60390,XAV939,SW1710,5.222974
60391,YK-4-279,SW1710,2.525013
60392,ZM447439,SW1710,3.061304
60393,Zoledronate,SW1710,4.403935
60394,alpha-lipoic acid,SW1710,8.573806
60395,5-Fluorouracil,ST486,3.656843
