,drug,cell_line,IC50
82536,LJI308,NCIH526,4.936635
82537,LMP744,NCIH526,-3.78339
82538,LY2109761,NCIH526,2.928068
82539,Lapatinib,NCIH526,4.665953
82540,Lenalidomide,NCIH526,4.7637
82541,Lestaurtinib,NCIH526,-1.578207
82542,Linsitinib,NCIH526,3.82681
82543,Luminespib,NCIH526,-1.00642
82544,MG-132,NCIH526,-1.192539
82545,MIM1,NCIH526,4.837765
82546,MIRA-1,NCIH526,4.774784
82547,MK-1775,NCIH526,-0.009786
82548,MK-2206,NCIH526,3.811037
82549,MK-8776,NCIH526,4.434368
82550,ML323,NCIH526,2.516391
82551,MN-64,NCIH526,3.697933
82552,Mirin,NCIH526,4.918605
82553,Mitoxantrone,NCIH526,-1.126408
82554,Motesanib,NCIH526,4.719507
82555,N-acetyl cysteine,NCIH526,9.555495
82556,NU7441,NCIH526,3.017819
82557,NVP-ADW742,NCIH526,2.697792
82558,Navitoclax,NCIH526,-1.91338
82559,Nelarabine,NCIH526,5.169077
82560,Nilotinib,NCIH526,2.664366
82561,Niraparib,NCIH526,1.252064
82562,Nutlin-3a (-),NCIH526,4.799553
82563,OF-1,NCIH526,2.089588
82564,OSI-027,NCIH526,4.36702
82565,OTX015,NCIH526,-2.412613
82566,Obatoclax Mesylate,NCIH526,0.515661
82567,Olaparib,NCIH526,2.856011
82568,Osimertinib,NCIH526,2.182404
82569,Oxaliplatin,NCIH526,2.044998
82570,P22077,NCIH526,4.940972
82571,PCI-34051,NCIH526,3.087423
82572,PD0325901,NCIH526,2.625691
82573,PFI-1,NCIH526,3.437289
82574,PFI3,NCIH526,4.881021
82575,PLX-4720,NCIH526,3.348848
82576,POMHEX,NCIH526,0.252088
82577,PRIMA-1MET,NCIH526,6.009737
82578,PRT062607,NCIH526,2.801062
82579,Paclitaxel,NCIH526,-4.299135
82580,Palbociclib,NCIH526,4.330783
82581,Pevonedistat,NCIH526,-1.977756
82582,Picolinici-acid,NCIH526,3.509534
82583,Podophyllotoxin bromide,NCIH526,-2.097511
82584,RO-3306,NCIH526,3.467418
82585,RVX-208,NCIH526,1.970459
82586,Rapamycin,NCIH526,-0.811096
82587,Refametinib,NCIH526,4.835301
82588,Ribociclib,NCIH526,3.498079
82589,Romidepsin,NCIH526,-6.132989
82590,Rucaparib,NCIH526,3.476752
82591,SB216763,NCIH526,4.939912
82592,SB590885,NCIH526,4.175473
82593,SCH772984,NCIH526,4.064227
82594,SGC-CBP30,NCIH526,1.593979
82595,SGC0946,NCIH526,1.92691
82596,SN-38,NCIH526,-6.480038
82597,Sabutoclax,NCIH526,-0.918476
82598,Savolitinib,NCIH526,1.958897
82599,Schweinfurthin A,NCIH526,2.638387
82600,Selumetinib,NCIH526,5.088089
82601,Sepantronium bromide,NCIH526,-3.686503
82602,Serdemetan,NCIH526,3.670289
82603,Sinularin,NCIH526,3.717225
82604,Sorafenib,NCIH526,1.289069
82605,Staurosporine,NCIH526,-3.485347
82606,TW 37,NCIH526,1.560904
82607,Tamoxifen,NCIH526,3.83745
82608,Tanespimycin,NCIH526,-0.131331
82609,Taselisib,NCIH526,4.136393
82610,Telomerase Inhibitor IX,NCIH526,-0.41769
82611,Temozolomide,NCIH526,6.087408
82612,Temsirolimus,NCIH526,2.108784
82613,Teniposide,NCIH526,-2.490201
82614,Topotecan,NCIH526,-1.883561
82615,UMI-77,NCIH526,2.517512
82616,Ulixertinib,NCIH526,4.142594
82617,Uprosertib,NCIH526,3.630161
82618,VE821,NCIH526,4.940762
82619,VX-11e,NCIH526,3.377003
82620,Veliparib,NCIH526,4.823655
82621,Venetoclax,NCIH526,-0.897788
82622,Vinblastine,NCIH526,-4.763874
82623,Vincristine,NCIH526,-3.961158
82624,Vinorelbine,NCIH526,-4.804093
82625,Vismodegib,NCIH526,4.940972
82626,Vorinostat,NCIH526,0.827514
82627,WIKI4,NCIH526,4.152582
82628,WZ4003,NCIH526,2.996072
82629,Wnt-C59,NCIH526,2.133816
82630,XAV939,NCIH526,2.698588
82631,YK-4-279,NCIH526,2.836383
82632,ZM447439,NCIH526,2.276241
82633,Zoledronate,NCIH526,3.309868
82634,alpha-lipoic acid,NCIH526,7.020702
82635,glutathione,NCIH526,8.067134
82636,5-Fluorouracil,MDAMB231,4.37468
82637,5-azacytidine,MDAMB231,2.791683
82638,A-366,MDAMB231,4.183538
82639,ABT737,MDAMB231,1.596219
82640,AGI-5198,MDAMB231,4.471401
82641,AGI-6780,MDAMB231,5.532032
82642,AGK2,MDAMB231,3.122182
82643,AMG-319,MDAMB231,5.204676
82644,AZ6102,MDAMB231,2.890028
82645,AZD1332,MDAMB231,4.617637
82646,AZD2014,MDAMB231,2.187412
82647,AZD3759,MDAMB231,2.89827
82648,AZD4547,MDAMB231,2.424711
82649,AZD5153,MDAMB231,-0.181044
82650,AZD5363,MDAMB231,4.715508
82651,AZD5438,MDAMB231,1.231341
82652,AZD5582,MDAMB231,3.364571
82653,AZD5991,MDAMB231,5.188521
82654,AZD6482,MDAMB231,3.520783
82655,AZD6738,MDAMB231,2.928193
82656,AZD7762,MDAMB231,0.389523
82657,AZD8055,MDAMB231,-0.71402
82658,AZD8186,MDAMB231,4.603306
82659,Acetalax,MDAMB231,6.493312
82660,Afatinib,MDAMB231,1.70569
82661,Afuresertib,MDAMB231,3.560485
82662,Alisertib,MDAMB231,1.588782
82663,Avagacestat,MDAMB231,4.672764
82664,Axitinib,MDAMB231,3.308335
82665,BI-2536,MDAMB231,-1.024086
82666,BIBR-1532,MDAMB231,5.407371
82667,BMS-345541,MDAMB231,2.705252
82668,BMS-536924,MDAMB231,2.973962
82669,BMS-754807,MDAMB231,3.264055
82670,Bleomycin,MDAMB231,2.060504
82671,Bleomycin (50 uM),MDAMB231,4.937792
82672,Bortezomib,MDAMB231,-5.769359
82673,Bosutinib,MDAMB231,2.464137
82674,Bromosporine,MDAMB231,2.269494
82675,Buparlisib,MDAMB231,1.662745
82676,CCT007093,MDAMB231,4.852046
82677,CPI-637,MDAMB231,3.408416
82678,CZC24832,MDAMB231,5.534147
82679,Camptothecin,MDAMB231,-2.117
82680,Carmustine,MDAMB231,6.397578
82681,Cediranib,MDAMB231,2.494899
82682,Cisplatin,MDAMB231,3.764613
82683,Crizotinib,MDAMB231,2.49806
82684,Cyclophosphamide,MDAMB231,5.587199
82685,Cytarabine,MDAMB231,1.070656
82686,Dabrafenib,MDAMB231,4.56998
82687,Dactinomycin,MDAMB231,-4.015799
82688,Dactolisib,MDAMB231,-2.033373
82689,Daporinad,MDAMB231,-4.474323
82690,Dihydrorotenone,MDAMB231,1.542478
82691,Dinaciclib,MDAMB231,-3.351918
82692,Docetaxel,MDAMB231,-1.009574
82693,Doramapimod,MDAMB231,4.175223
82694,EHT-1864,MDAMB231,4.878421
82695,EPZ004777,MDAMB231,5.210931
82696,EPZ5676,MDAMB231,5.468856
82697,Elephantin,MDAMB231,2.794045
82698,Entinostat,MDAMB231,1.726454
82699,Epirubicin,MDAMB231,-1.809505
82700,Erlotinib,MDAMB231,3.588327
82701,Fludarabine,MDAMB231,-0.559182
82702,Foretinib,MDAMB231,1.62594
82703,Fulvestrant,MDAMB231,4.359444
82704,GDC0810,MDAMB231,4.528785
82705,GNE-317,MDAMB231,0.076933
82706,GSK-LSD1,MDAMB231,3.212041
82707,GSK1904529A,MDAMB231,4.497039
82708,GSK2110183B,MDAMB231,4.284577
82709,GSK2578215A,MDAMB231,5.003071
82710,GSK2606414,MDAMB231,4.313697
82711,GSK269962A,MDAMB231,3.401838
82712,GSK2801,MDAMB231,5.591123
82713,GSK2830371,MDAMB231,5.475389
82714,GSK343,MDAMB231,3.740102
82715,GSK591,MDAMB231,3.36403
82716,GW441756,MDAMB231,3.98799
82717,Gallibiscoquinazole,MDAMB231,3.263049
82718,Gemcitabine,MDAMB231,0.358531
82719,I-BET-762,MDAMB231,2.12301
82720,I-BRD9,MDAMB231,3.332863
82721,ICL-SIRT078,MDAMB231,3.681699
82722,Ibrutinib,MDAMB231,4.231414
82723,Ipatasertib,MDAMB231,4.867681
82724,Irinotecan,MDAMB231,2.893276
82725,JNK Inhibitor VIII,MDAMB231,4.800384
82726,JQ1,MDAMB231,0.963564
82727,KRAS (G12C) Inhibitor-12,MDAMB231,4.13258
82728,KU-55933,MDAMB231,4.694427
82729,L-Oxonoreleagnine,MDAMB231,4.219926
82730,LCL161,MDAMB231,4.849727
82731,LGK974,MDAMB231,4.81068
82732,LJI308,MDAMB231,4.855755
82733,LMP744,MDAMB231,-0.96452
82734,LY2109761,MDAMB231,5.065934
82735,Lapatinib,MDAMB231,2.651658
82736,Lenalidomide,MDAMB231,5.596264
82737,Lestaurtinib,MDAMB231,0.012203
82738,Linsitinib,MDAMB231,5.310709
82739,Luminespib,MDAMB231,-3.425475
82740,MG-132,MDAMB231,-1.674797
82741,MIM1,MDAMB231,3.338745
82742,MIRA-1,MDAMB231,5.425663
82743,MK-1775,MDAMB231,0.964427
82744,MK-2206,MDAMB231,3.81253
82745,MK-8776,MDAMB231,3.950231
82746,ML323,MDAMB231,5.906087
82747,MN-64,MDAMB231,4.940688
82748,Methotrexate,MDAMB231,3.296574
82749,Mirin,MDAMB231,4.818276
82750,Mitoxantrone,MDAMB231,-0.693985
82751,Motesanib,MDAMB231,5.599159
82752,N-acetyl cysteine,MDAMB231,9.906711
82753,NU7441,MDAMB231,2.193238
82754,NVP-ADW742,MDAMB231,2.801215
82755,Navitoclax,MDAMB231,0.9128
82756,Nelarabine,MDAMB231,6.248678
82757,Nilotinib,MDAMB231,2.219841
82758,Niraparib,MDAMB231,3.060638
82759,Nutlin-3a (-),MDAMB231,5.673557
82760,OF-1,MDAMB231,4.421331
82761,OSI-027,MDAMB231,1.558075
82762,OTX015,MDAMB231,2.693089
82763,Obatoclax Mesylate,MDAMB231,0.443873
82764,Olaparib,MDAMB231,4.391325
82765,Osimertinib,MDAMB231,2.421274
82766,Oxaliplatin,MDAMB231,4.725397
82767,P22077,MDAMB231,5.58464
82768,PCI-34051,MDAMB231,4.929688
82769,PD0325901,MDAMB231,-0.068603
82770,PF-4708671,MDAMB231,5.529856
82771,PFI-1,MDAMB231,2.958164
82772,PFI3,MDAMB231,5.543041
82773,PLX-4720,MDAMB231,5.918822
82774,POMHEX,MDAMB231,1.137952
82775,PRIMA-1MET,MDAMB231,2.93883
82776,PRT062607,MDAMB231,4.012944
82777,Paclitaxel,MDAMB231,-2.420986
82778,Palbociclib,MDAMB231,2.956181
82779,Pevonedistat,MDAMB231,0.786799
82780,Picolinici-acid,MDAMB231,5.560228
82781,Podophyllotoxin bromide,MDAMB231,-0.227304
82782,RO-3306,MDAMB231,3.200353
82783,RVX-208,MDAMB231,5.548685
82784,Rapamycin,MDAMB231,-3.228618
82785,Refametinib,MDAMB231,0.674679
82786,Ribociclib,MDAMB231,3.647581
82787,Romidepsin,MDAMB231,-5.896173
82788,Rucaparib,MDAMB231,3.544632
82789,SB216763,MDAMB231,5.255349
82790,SB590885,MDAMB231,3.483353
82791,SCH772984,MDAMB231,0.969043
82792,SGC-CBP30,MDAMB231,4.485433
82793,SGC0946,MDAMB231,1.321234
82794,SN-38,MDAMB231,-3.531574
82795,Sabutoclax,MDAMB231,1.681967
82796,Savolitinib,MDAMB231,2.832728
82797,Schweinfurthin A,MDAMB231,0.802015
82798,Selumetinib,MDAMB231,3.595401
82799,Sepantronium bromide,MDAMB231,-5.696994
82800,Serdemetan,MDAMB231,3.982461
82801,Sinularin,MDAMB231,4.24115
82802,Sorafenib,MDAMB231,1.988069
82803,Staurosporine,MDAMB231,-4.527993
82804,TW 37,MDAMB231,1.412512
82805,Tamoxifen,MDAMB231,4.384835
82806,Tanespimycin,MDAMB231,1.656735
82807,Taselisib,MDAMB231,3.057493
82808,Telomerase Inhibitor IX,MDAMB231,-0.457468
82809,Temozolomide,MDAMB231,6.367396
82810,Temsirolimus,MDAMB231,0.799725
82811,Teniposide,MDAMB231,0.22543
82812,Topotecan,MDAMB231,-0.519018
82813,UMI-77,MDAMB231,2.201924
82814,Ulixertinib,MDAMB231,2.517156
82815,Uprosertib,MDAMB231,3.572731
82816,VE821,MDAMB231,3.541605
82817,VX-11e,MDAMB231,1.895276
82818,Veliparib,MDAMB231,5.265732
82819,Venetoclax,MDAMB231,3.76621
82820,Vinblastine,MDAMB231,-3.724981
82821,Vincristine,MDAMB231,-1.706118
82822,Vinorelbine,MDAMB231,-2.501208
82823,Vismodegib,MDAMB231,5.357881
82824,Vorinostat,MDAMB231,0.931859
82825,WIKI4,MDAMB231,4.141298
82826,WZ4003,MDAMB231,4.377861
82827,Wee1 Inhibitor,MDAMB231,0.912502
82828,Wnt-C59,MDAMB231,4.789788
82829,XAV939,MDAMB231,5.341555
82830,YK-4-279,MDAMB231,3.102072
82831,ZM447439,MDAMB231,3.266968
82832,Zoledronate,MDAMB231,3.989721
82833,alpha-lipoic acid,MDAMB231,7.673154
82834,glutathione,MDAMB231,9.395734
82835,5-Fluorouracil,LK2,4.530405
82836,5-azacytidine,LK2,4.288003
82837,A-366,LK2,5.893678
82838,ABT737,LK2,1.414525
82839,AGI-5198,LK2,4.385108
82840,AGI-6780,LK2,3.050626
82841,AGK2,LK2,3.249971
82842,AMG-319,LK2,5.812625
82843,AZ6102,LK2,2.248783
82844,AZD1332,LK2,2.320069
82845,AZD2014,LK2,5.372067
82846,AZD3759,LK2,2.95502
82847,AZD4547,LK2,0.536078
82848,AZD5153,LK2,3.527258
82849,AZD5363,LK2,3.600644
82850,AZD5438,LK2,2.963974
82851,AZD5582,LK2,1.538038
82852,AZD5991,LK2,5.898636
82853,AZD6738,LK2,3.426837
82854,AZD7762,LK2,0.922911
82855,AZD8055,LK2,-0.497981
82856,AZD8186,LK2,4.407839
82857,Acetalax,LK2,6.532718
82858,Afatinib,LK2,2.063211
82859,Afuresertib,LK2,3.023877
82860,Alisertib,LK2,-2.985512
82861,Avagacestat,LK2,4.082375
82862,Axitinib,LK2,0.35604
82863,BIBR-1532,LK2,5.562769
82864,BMS-345541,LK2,4.334743
82865,BMS-536924,LK2,1.998281
82866,BMS-754807,LK2,-0.040264
82867,Bleomycin,LK2,0.718714
82868,Bleomycin (50 uM),LK2,0.849004
82869,Bortezomib,LK2,-3.759772
82870,Bosutinib,LK2,2.54723
82871,Bromosporine,LK2,3.176963
82872,Buparlisib,LK2,0.877438
82873,CCT007093,LK2,4.685729
82874,CPI-637,LK2,5.291357
82875,CZC24832,LK2,5.711949
82876,Camptothecin,LK2,-1.156324
82877,Carmustine,LK2,6.527246
82878,Cediranib,LK2,1.131752
82879,Cisplatin,LK2,3.198109
82880,Crizotinib,LK2,1.112468
82881,Cyclophosphamide,LK2,5.402333
82882,Cytarabine,LK2,1.161307
82883,Dabrafenib,LK2,5.34429
82884,Dactinomycin,LK2,-2.491878
82885,Dactolisib,LK2,-1.515715
82886,Daporinad,LK2,-4.933579
82887,Dihydrorotenone,LK2,-1.325531
82888,Dinaciclib,LK2,-2.615079
82889,Docetaxel,LK2,-6.083674
82890,Doramapimod,LK2,5.784277
82891,EHT-1864,LK2,3.310846
82892,EPZ004777,LK2,4.977095
82893,EPZ5676,LK2,5.590559
82894,Elephantin,LK2,5.404248
82895,Entinostat,LK2,3.979062
82896,Epirubicin,LK2,-0.913712
82897,Erlotinib,LK2,4.219998
82898,Fludarabine,LK2,4.702965
82899,Foretinib,LK2,0.368013
82900,Fulvestrant,LK2,2.937346
82901,GDC0810,LK2,4.790273
82902,GNE-317,LK2,0.312649
82903,GSK-LSD1,LK2,2.867469
82904,GSK1904529A,LK2,4.453505
82905,GSK2110183B,LK2,4.693587
82906,GSK2578215A,LK2,5.289231
82907,GSK2606414,LK2,4.474455
82908,GSK2801,LK2,4.953562
82909,GSK2830371,LK2,5.629633
82910,GSK343,LK2,4.585141
82911,GSK591,LK2,4.972646
82912,GW441756,LK2,3.966274
82913,Gallibiscoquinazole,LK2,1.329812
82914,Gemcitabine,LK2,-0.896444
82915,I-BET-762,LK2,3.954818
82916,I-BRD9,LK2,4.555407
82917,ICL-SIRT078,LK2,5.893107
82918,Ibrutinib,LK2,5.874576
82919,Ipatasertib,LK2,4.376029
82920,Irinotecan,LK2,4.06902
82921,JNK Inhibitor VIII,LK2,4.742467
82922,JQ1,LK2,2.753451
82923,KRAS (G12C) Inhibitor-12,LK2,4.645622
82924,KU-55933,LK2,5.901377
82925,L-Oxonoreleagnine,LK2,3.220204
82926,LCL161,LK2,5.480889
82927,LGK974,LK2,3.616542
82928,LJI308,LK2,5.800021
82929,LMP744,LK2,4.570665
82930,LY2109761,LK2,5.666793
82931,Lapatinib,LK2,4.049885
82932,Lenalidomide,LK2,5.756696
82933,Lestaurtinib,LK2,-2.008388
82934,Linsitinib,LK2,4.350285
82935,Luminespib,LK2,-1.111057
82936,MG-132,LK2,-0.529162
82937,MIM1,LK2,3.305897
82938,MIRA-1,LK2,5.503622
82939,MK-1775,LK2,-0.18599
82940,MK-2206,LK2,3.74988
82941,MK-8776,LK2,3.694132
82942,ML323,LK2,3.46252
82943,MN-64,LK2,5.43757
82944,Methotrexate,LK2,-2.385856
82945,Mirin,LK2,5.458125
82946,Mitoxantrone,LK2,2.046963
82947,Motesanib,LK2,5.824408
82948,N-acetyl cysteine,LK2,10.832454
82949,NU7441,LK2,4.232755
82950,NVP-ADW742,LK2,3.777697
82951,Navitoclax,LK2,1.185196
82952,Nelarabine,LK2,5.761483
82953,Nilotinib,LK2,4.568519
82954,Niraparib,LK2,3.74967
82955,Nutlin-3a (-),LK2,5.11815
82956,OF-1,LK2,3.477209
82957,OSI-027,LK2,2.230679
82958,OTX015,LK2,4.321424
82959,Obatoclax Mesylate,LK2,0.796382
82960,Olaparib,LK2,3.493622
82961,Osimertinib,LK2,1.440432
82962,Oxaliplatin,LK2,4.777179
82963,P22077,LK2,5.824189
82964,PCI-34051,LK2,3.816208
82965,PD0325901,LK2,1.494557
82966,PFI-1,LK2,4.185351
82967,PFI3,LK2,5.816548
82968,PLX-4720,LK2,5.005641
82969,POMHEX,LK2,-0.147896
82970,PRIMA-1MET,LK2,6.407289
82971,PRT062607,LK2,3.781001
82972,Paclitaxel,LK2,-3.744362
82973,Palbociclib,LK2,5.204452
82974,Pevonedistat,LK2,1.786059
82975,Picolinici-acid,LK2,5.13296
82976,Podophyllotoxin bromide,LK2,-1.889174
82977,RO-3306,LK2,2.237974
82978,RVX-208,LK2,5.775821
82979,Rapamycin,LK2,-0.129017
82980,Refametinib,LK2,2.242414
82981,Ribociclib,LK2,4.493537
82982,Romidepsin,LK2,-5.435041
82983,Rucaparib,LK2,3.994392
82984,SB216763,LK2,5.515849
82985,SB590885,LK2,4.522962
82986,SCH772984,LK2,2.374526
82987,SGC-CBP30,LK2,4.799179
82988,SGC0946,LK2,2.897843
82989,SN-38,LK2,-3.302655
82990,Sabutoclax,LK2,-0.426008
82991,Savolitinib,LK2,3.482409
82992,Schweinfurthin A,LK2,0.063899
82993,Selumetinib,LK2,4.434921
82994,Sepantronium bromide,LK2,-1.874118
82995,Serdemetan,LK2,3.904583
82996,Sinularin,LK2,3.173169
82997,Sorafenib,LK2,3.036623
82998,Staurosporine,LK2,-2.371203
82999,TW 37,LK2,0.103834
83000,Tamoxifen,LK2,3.857903
83001,Tanespimycin,LK2,-0.351968
83002,Taselisib,LK2,4.005423
83003,Telomerase Inhibitor IX,LK2,0.804124
83004,Temozolomide,LK2,5.366327
83005,Temsirolimus,LK2,2.236763
83006,Teniposide,LK2,0.253387
83007,Topotecan,LK2,2.039775
83008,UMI-77,LK2,3.830359
83009,Ulixertinib,LK2,3.683804
83010,Uprosertib,LK2,5.414868
83011,VE821,LK2,4.882414
83012,VX-11e,LK2,2.443988
83013,Veliparib,LK2,5.702966
83014,Venetoclax,LK2,2.151602
83015,Vinblastine,LK2,-4.354209
83016,Vincristine,LK2,-4.11188
83017,Vinorelbine,LK2,-5.227475
83018,Vismodegib,LK2,5.225733
83019,Vorinostat,LK2,1.571138
83020,WIKI4,LK2,5.402805
83021,WZ4003,LK2,3.268392
83022,Wee1 Inhibitor,LK2,2.643544
83023,Wnt-C59,LK2,3.051784
83024,XAV939,LK2,4.243027
83025,YK-4-279,LK2,1.382744
83026,ZM447439,LK2,0.329238
83027,Zoledronate,LK2,4.122041
83028,alpha-lipoic acid,LK2,8.010684
83029,glutathione,LK2,9.040702
83030,5-Fluorouracil,P31FUJ,3.758446
83031,5-azacytidine,P31FUJ,1.638968
83032,A-366,P31FUJ,4.605642
83033,ABT737,P31FUJ,-1.064646
83034,AGI-5198,P31FUJ,3.254819
83035,AGK2,P31FUJ,1.61242
83036,AMG-319,P31FUJ,3.717901
83037,AZ6102,P31FUJ,4.758076
83038,AZD3759,P31FUJ,1.358401
83039,AZD4547,P31FUJ,1.65175
83040,AZD5363,P31FUJ,1.642982
83041,AZD6738,P31FUJ,0.838047
83042,AZD7762,P31FUJ,-2.210642
83043,AZD8055,P31FUJ,-0.312621
83044,AZD8186,P31FUJ,4.941842
83045,Afatinib,P31FUJ,0.344067
83046,Afuresertib,P31FUJ,0.069608
83047,Alisertib,P31FUJ,-1.832613
83048,Avagacestat,P31FUJ,3.742135
83049,Axitinib,P31FUJ,-0.53924
83050,BIBR-1532,P31FUJ,5.066747
83051,BMS-536924,P31FUJ,3.802658
83052,BMS-754807,P31FUJ,0.244271
83053,Bleomycin (50 uM),P31FUJ,4.951099
83054,Bortezomib,P31FUJ,-4.422318
83055,Bosutinib,P31FUJ,0.396076
83056,Buparlisib,P31FUJ,0.497666
83057,CCT007093,P31FUJ,5.071203
83058,CPI-637,P31FUJ,1.924636
83059,Camptothecin,P31FUJ,-3.403966
83060,Cediranib,P31FUJ,2.004713
83061,Cisplatin,P31FUJ,2.469141
83062,Crizotinib,P31FUJ,0.162014
83063,Cyclophosphamide,P31FUJ,4.612206
83064,Cytarabine,P31FUJ,1.19069
83065,Dabrafenib,P31FUJ,3.066437
83066,Dactinomycin,P31FUJ,-4.4363
83067,Dactolisib,P31FUJ,-1.381869
83068,Daporinad,P31FUJ,-6.290499
83069,Docetaxel,P31FUJ,-5.677226
83070,Doramapimod,P31FUJ,5.071203
83071,EHT-1864,P31FUJ,2.828405
83072,EPZ004777,P31FUJ,5.071203
83073,EPZ5676,P31FUJ,5.071203
83074,Epirubicin,P31FUJ,-1.378687
83075,Erlotinib,P31FUJ,1.887208
83076,Foretinib,P31FUJ,-0.423461
83077,Fulvestrant,P31FUJ,3.115564
83078,GDC0810,P31FUJ,4.130047
83079,GNE-317,P31FUJ,0.995037
83080,GSK1904529A,P31FUJ,4.949213
83081,GSK2578215A,P31FUJ,5.071203
83082,GSK2830371,P31FUJ,4.590489
83083,GSK343,P31FUJ,4.12392
83084,GSK591,P31FUJ,2.743676
83085,GW441756,P31FUJ,3.461765
83086,Gemcitabine,P31FUJ,-2.373292
83087,I-BRD9,P31FUJ,3.48499
83088,ICL-SIRT078,P31FUJ,4.528964
83089,Ipatasertib,P31FUJ,2.419251
83090,Irinotecan,P31FUJ,1.689763
83091,JNK Inhibitor VIII,P31FUJ,5.071203
83092,JQ1,P31FUJ,0.237237
83093,KU-55933,P31FUJ,4.422611
83094,LGK974,P31FUJ,3.303566
83095,LJI308,P31FUJ,3.852713
83096,Lapatinib,P31FUJ,3.223896
83097,Lenalidomide,P31FUJ,3.54733
83098,Lestaurtinib,P31FUJ,-2.475723
83099,Linsitinib,P31FUJ,4.109363
83100,Luminespib,P31FUJ,-3.337792
83101,MG-132,P31FUJ,-1.10385
83102,MIM1,P31FUJ,2.760553
83103,MIRA-1,P31FUJ,4.750993
83104,MK-1775,P31FUJ,-1.473499
83105,MK-2206,P31FUJ,1.282784
83106,MK-8776,P31FUJ,0.685018
83107,Methotrexate,P31FUJ,-2.971667
83108,Motesanib,P31FUJ,4.344537
83109,N-acetyl cysteine,P31FUJ,8.202138
83110,NU7441,P31FUJ,2.725815
83111,NVP-ADW742,P31FUJ,4.166603
83112,Navitoclax,P31FUJ,-0.734361
83113,Nilotinib,P31FUJ,1.618993
83114,Nutlin-3a (-),P31FUJ,3.544983
83115,OSI-027,P31FUJ,1.016617
83116,Obatoclax Mesylate,P31FUJ,-1.284451
83117,Olaparib,P31FUJ,3.521254
83118,Osimertinib,P31FUJ,2.002598
83119,Oxaliplatin,P31FUJ,3.262009
83120,P22077,P31FUJ,5.071203
83121,PD0325901,P31FUJ,-0.757547
83122,PFI-1,P31FUJ,3.033249
83123,PLX-4720,P31FUJ,3.900668
83124,POMHEX,P31FUJ,-0.145723
83125,Paclitaxel,P31FUJ,-4.655713
83126,Palbociclib,P31FUJ,2.666719
83127,Pevonedistat,P31FUJ,-0.823622
83128,RO-3306,P31FUJ,0.798148
83129,Rapamycin,P31FUJ,-2.173939
83130,Refametinib,P31FUJ,0.669866
83131,Ribociclib,P31FUJ,3.173234
83132,Rucaparib,P31FUJ,3.275209
83133,SB216763,P31FUJ,5.071203
83134,SB590885,P31FUJ,4.156041
83135,SCH772984,P31FUJ,1.805602
83136,SGC0946,P31FUJ,2.060246
83137,SN-38,P31FUJ,-4.24372
83138,Savolitinib,P31FUJ,1.359247
83139,Selumetinib,P31FUJ,2.371335
83140,Sepantronium bromide,P31FUJ,-2.229426
83141,Serdemetan,P31FUJ,3.208324
83142,Sorafenib,P31FUJ,2.178235
83143,Staurosporine,P31FUJ,-2.933814
83144,TW 37,P31FUJ,-0.097769
83145,Tamoxifen,P31FUJ,2.43837
83146,Tanespimycin,P31FUJ,0.611283
83147,Taselisib,P31FUJ,-0.041973
83148,Telomerase Inhibitor IX,P31FUJ,1.956345
83149,Temozolomide,P31FUJ,4.176991
83150,Temsirolimus,P31FUJ,-0.277066
83151,UMI-77,P31FUJ,5.065925
83152,Ulixertinib,P31FUJ,0.89132
83153,Uprosertib,P31FUJ,1.225133
83154,VE821,P31FUJ,1.976204
83155,VX-11e,P31FUJ,1.802243
83156,Veliparib,P31FUJ,4.510706
83157,Venetoclax,P31FUJ,-0.741794
83158,Vinblastine,P31FUJ,-5.302865
83159,Vinorelbine,P31FUJ,-5.044439
83160,Vismodegib,P31FUJ,5.069763
83161,Vorinostat,P31FUJ,0.874789
83162,WIKI4,P31FUJ,4.4533
83163,Wee1 Inhibitor,P31FUJ,1.432834
83164,YK-4-279,P31FUJ,0.526887
83165,ZM447439,P31FUJ,-1.1146
83166,alpha-lipoic acid,P31FUJ,6.313241
83167,glutathione,P31FUJ,8.562639
83168,5-Fluorouracil,TE441T,3.509218
83169,ABT737,TE441T,0.572266
83170,AGI-5198,TE441T,3.769773
83171,AGI-6780,TE441T,5.398698
83172,AGK2,TE441T,2.438079
83173,AMG-319,TE441T,4.497133
83174,AZ6102,TE441T,4.407606
83175,AZD3759,TE441T,1.868364
83176,AZD4547,TE441T,3.117078
83177,AZD5363,TE441T,2.478581
83178,AZD5582,TE441T,1.989629
83179,AZD6482,TE441T,3.165944
83180,AZD6738,TE441T,2.611786
83181,AZD7762,TE441T,0.408013
83182,AZD8186,TE441T,2.103908
83183,Afatinib,TE441T,2.982788
83184,Afuresertib,TE441T,2.126052
83185,Alisertib,TE441T,0.955452
83186,Avagacestat,TE441T,4.071903
83187,Axitinib,TE441T,2.753312
83188,BI-2536,TE441T,-0.739429
83189,BIBR-1532,TE441T,5.349783
83190,BMS-345541,TE441T,1.533804
83191,BMS-536924,TE441T,1.879561
83192,BMS-754807,TE441T,-0.17343
83193,BX795,TE441T,2.491926
83194,Bicalutamide,TE441T,4.357929
83195,Bortezomib,TE441T,-5.237898
83196,Bosutinib,TE441T,3.856622
83197,Buparlisib,TE441T,1.43223
83198,CCT-018159,TE441T,3.973932
83199,CCT007093,TE441T,4.610378
83200,CHIR-99021,TE441T,5.60088
